Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price,Brand,screen_inches,screen_res,screen_touch,CPU,disk_hdd,disk_ssd,disk_flash,disk_emmc,GPU,OS,is_discounted,Price_int,Shop
"Lenovo ThinkPad T490 14"" Intel® Core™ i7-8565U - 8GB RAM - 512GB Dysk - MX250 Grafika - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i7 8gen 8565U 1,8 - 4,6 GHz",8,512 GB SSD,nVidia® GeForce MX 250 + Intel UHD Graphics,Windows 10 Professional,7 449 z?,0,lenovo,14.0,1920x1080,0,i7,0,512,0,0,geforce mx,windows,0,7449,eurortvagd
"Lenovo ThinkPad E15 15,6"" Intel® Core™ i3-10110U - 8GB RAM - 256GB Dysk - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 10110U 2,1 - 4,1 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 649 z?,0,lenovo,15.6,1920x1080,0,i3,0,256,0,0,integrated,windows,0,3649,eurortvagd
"HP Probook 450 G6 15,6"" Intel® Core™ i7-8565U - 8GB RAM - 1TB + 256GB Dysk - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 8gen 8565U 1,8 - 4,6 GHz",8,1 TB HDD 256 GB SSD,Intel® UHD Graphics 620,Windows 10 Professional,4 599 z?,0,hp,15.6,1920x1080,0,i7,1024,0,0,0,integrated,windows,0,4599,eurortvagd
"Lenovo ThinkPad T15 Gen1 15,6"" Intel® Core™ i7-10510U - 16GB RAM - 512GB Dysk - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 10510U 1,8 - 4,9 GHz",16,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,7 749 z?,0,lenovo,15.6,1920x1080,0,i7,0,512,0,0,integrated,windows,0,7749,eurortvagd
"HIRO 7166 15,6""144Hz Intel® Core™ i7-9750H - 16GB RAM - 1TB+250GB Dysk - GTX1660Ti Grafika - Win10","15,6 cala,  1920 x 1080 pikseli 144 Hz","Intel® Core™ i7 9gen 9750H 2,6 - 4.5 GHz",16,1 TB HDD,nVidia® GeForce® GTX 1660Ti + Intel UHD Graphics 630,Windows 10 Home Edition,6 149 z?,0,hiro,15.6,1920x1080,0,i7,1024,0,0,0,geforce gtx,windows,0,6149,eurortvagd
"Lenovo V15 IIL 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 256GB Dysk - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 499 z?,0,lenovo,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3499,eurortvagd
"Lenovo ThinkPad T14s Gen1 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,6 799 z?,0,lenovo,14.0,1920x1080,0,i5,0,512,0,0,integrated,windows,0,6799,eurortvagd
"HP 340S G7 8VV01EA 14"" Intel® Core™ i5-1035G1 - 8GB RAM - 256GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,3 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 349 z?,0,hp,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3349,eurortvagd
"Lenovo ThinkPad X395 13,3"" AMD Ryzen 7 Pro 3700U - 16GB RAM - 512GB Dysk - Win10 Pro","13,3 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",16,512 GB SSD,AMD Radeon Vega 10,Windows 10 Professional,6 899 z?,0,lenovo,13.3,1920x1080,0,ryzen 7,0,512,0,0,radeon vega,windows,0,6899,eurortvagd
"Acer TravelMate P2 14"" Intel® Core™ i3-10110U - 8GB RAM - 256GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 10110U 2,1 - 4,1 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 149 z?,0,acer,14.0,1920x1080,0,i3,0,256,0,0,integrated,windows,0,3149,eurortvagd
"Acer TravelMate P2 14"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 499 z?,0,acer,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3499,eurortvagd
"Lenovo ThinkPad T15 Gen1 15,6"" Intel® Core™ i7-10510U - 16GB RAM - 512GB Dysk - MX330 Grafika - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 10510U 1,8 - 4,9 GHz",16,512 GB SSD,nVidia® GeForce MX330 + Intel UHD Graphics,Windows 10 Professional,8 249 z?,0,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce mx,windows,0,8249,eurortvagd
"Lenovo ThinkPad L14 Gen1 14"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,4 799 z?,0,lenovo,14.0,1920x1080,0,i5,0,256,0,0,integrated,windows,0,4799,eurortvagd
"HP ProBook 440 G7 8VU08EA 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 999 z?,0,hp,14.0,1920x1080,0,i5,0,512,0,0,integrated,windows,0,3999,eurortvagd
"Lenovo ThinkPad X390 13,3"" Intel® Core™ i5-8265U - 8GB RAM - 256GB Dysk - Win10 Pro","13,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,5 399 z?,0,lenovo,13.3,1920x1080,0,i5,0,256,0,0,integrated,windows,0,5399,eurortvagd
"Lenovo ThinkPad L14 Gen1 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,512 GB SSD,Intel® UHD Graphics,Windows 10 Professional,5 399 z?,0,lenovo,14.0,1920x1080,0,i5,0,512,0,0,integrated,windows,0,5399,eurortvagd
"HP ProBook 440 G7 9TV38EA 14"" Intel® Core™ i3-10110U - 8GB RAM - 256GB Dysk - Win10 Pro","14 cali,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 10110U 2,1 - 4,1 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 499 z?,0,hp,14.0,1920x1080,0,i3,0,256,0,0,integrated,windows,0,3499,eurortvagd
"Lenovo ThinkPad T590 15,6"" Intel® Core™ i7-8565U - 8GB RAM - 512GB Dysk - MX250 Grafika - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 8gen 8565U 1,8 - 4,6 GHz",8,512 GB SSD,nVidia® GeForce MX250 + Intel UHD Graphics,Windows 10 Professional,7 699 z?,0,lenovo,15.6,1920x1080,0,i7,0,512,0,0,geforce mx,windows,0,7699,eurortvagd
"Lenovo ThinkPad E15 15,6"" Intel® Core™ i5-10210U - 8GB RAM - 1TB Dysk - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,1 TB HDD,Intel® UHD Graphics,Windows 10 Professional,4 199 z?,0,lenovo,15.6,1920x1080,0,i5,1024,0,0,0,integrated,windows,0,4199,eurortvagd
"HP ProBook 450 G7 8VU79EA 15,6"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10 Pro","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8,256 GB SSD,Intel® UHD Graphics,Windows 10 Professional,3 999 z?,0,hp,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,3999,eurortvagd
"ASUS X543MA-DM909T 15,6"" Intel® Celeron™ N4000 - 4GB RAM - 256GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Celeron® N4000 1,1 - 2,6 GHz",4,256 GB SSD,Intel® UHD Graphics 600,Windows 10 Home Edition,1 599 z?,0,asus,15.6,1920x1080,0,celeron,0,256,0,0,integrated,windows,0,1599,eurortvagd
"Acer Aspire 3 A315-56 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 699 z?,0,acer,15.6,1920x1080,0,i5,0,512,0,0,integrated,windows,0,2699,eurortvagd
"Acer Aspire 3 A315-23-R5RD 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8,512 GB SSD,AMD Radeon Vega 8,,2 299 z?,0,acer,15.6,1920x1080,0,ryzen 5,0,512,0,0,radeon vega,none,0,2299,eurortvagd
ASUS E402 AMD E2 - 4GB RAM - 64GB Dysk - Win10,"14 cali,  1366 x 768 pikseli","AMD  E2 1,5 GHz",4,64 GB eMMC,AMD Radeon R2,Windows 10 S,1 099 z?,0,asus,14.0,1366x768,0,other,0,0,0,64,radeon r,windows,0,1099,eurortvagd
"Lenovo Ideapad L340-15IRH Gaming 15,6"" Intel® Core™ i5-9300H - 16GB RAM - 256GB Dysk - GTX1050 Grafika - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",16,256 GB SSD,nVidia® GeForce GTX1050 + Intel UHD Graphics 630,Windows 10 Home Edition,3 299 z?,0,lenovo,15.6,1920x1080,0,i5,0,256,0,0,geforce gtx,windows,0,3299,eurortvagd
"ASUS TUF Gaming FX505DT-AL027T 15,6"" AMD Ryzen 7 3750H - 8GB RAM - 512GB Dysk - GTX 1650 Grafika - Win 10","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3750H 2,3 - 4,0 GHz",8,512 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon RX Vega 10,Windows 10 Home Edition,3 699 z?,0,asus,15.6,1920x1080,0,ryzen 7,0,512,0,0,geforce gtx,windows,0,3699,eurortvagd
"Dell Inspiron 3593 15,6"" Intel® Core™ i7-1065G7 - 8GB RAM - 512GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 1065G7 1,3 - 3,9 GHz",8,512 GB SSD,Intel® Iris Plus Graphics,Windows 10 Home Edition,3 299 z?,0,dell,15.6,1920x1080,0,i7,0,512,0,0,integrated,windows,0,3299,eurortvagd
"ASUS ROG Strix G G531GT-AL007T 15,6""120Hz Intel® Core™ i5-9300H - 8GB RAM - 512GB Dysk - GTX1650 Grafika - Win10","15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8,512 GB SSD,nVidia® GeForce GTX 1650 + Intel UHD Graphics 630,Windows 10 Home Edition,3 899 z?,0,asus,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,0,3899,eurortvagd
"Huawei MateBook D 15,6"" Intel® Core™ i5-8250U - 8GB RAM - 1TB + 128GB SSD Dysk - MX150 Grafika - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8250U 1,6 - 3,4 GHz",8,1 TB HDD 128 GB SSD,nVidia® GeForce MX150 + Intel UHD Graphics 620,Windows 10 Home Edition,2 399 z?,0,huawei,15.6,1920x1080,0,i5,1024,0,0,0,geforce mx,windows,0,2399,eurortvagd
"ASUS M509DA-EJ071T 15,6'' AMD Ryzen 7 3700U - 8GB RAM - 512GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",8,512 GB SSD,AMD Radeon Vega 10,Windows 10 Home Edition,2 499 z?,0,asus,15.6,1920x1080,0,ryzen 7,0,512,0,0,radeon vega,windows,0,2499,eurortvagd
"Acer Aspire 3 A315-23-R9MZ 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 299 z?,0,acer,15.6,1920x1080,0,ryzen 5,0,512,0,0,radeon vega,windows,0,2299,eurortvagd
"Dell Inspiron 15 3583-7202 15,6"" Intel® Core™ i5-8265U - 8GB RAM - 256GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 8gen 8265U 1,6 - 3,9 GHz",8,256 GB SSD,Intel® UHD Graphics 620,Windows 10 Home Edition,2 199 z?,0,dell,15.6,1920x1080,0,i5,0,256,0,0,integrated,windows,0,2199,eurortvagd
"HP 15s-eq0017nw 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 499 z?,0,hp,15.6,1920x1080,0,ryzen 5,0,512,0,0,radeon vega,windows,0,2499,eurortvagd
"Lenovo Ideapad L340-15IRH Gaming 15,6"" Intel® Core™ i5-9300HF - 8GB RAM - 512GB Dysk - GTX1050 Grafika - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300HF 2,4 - 4,1 GHz",8,512 GB SSD,nVidia® GeForce GTX1050,Windows 10 Home Edition,3 499 z?,0,lenovo,15.6,1920x1080,0,i5,0,512,0,0,geforce gtx,windows,0,3499,eurortvagd
"ASUS TUF Gaming FX505DT-AL086 15,6"" 120Hz AMD Ryzen 5 3550H - 8GB RAM - 256GB Dysk - GTX 1650 Grafika","15,6 cala,  1920 x 1080 pikseli 120 Hz","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",8,256 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon RX Vega 8,,2 799 z?,0,asus,15.6,1920x1080,0,ryzen 5,0,256,0,0,geforce gtx,none,0,2799,eurortvagd
"Acer Aspire 3 A315 15,6"" Intel® Core™ i3-6006U - 4GB RAM - 128GB Dysk - Win10","15,6 cala,  1366 x 768 pikseli","Intel® Core™ i3 6gen 6006U 2,0 GHz",4,128 GB SSD,Intel® HD Graphics 520,Windows 10 Home Edition,899 z?,0,acer,15.6,1366x768,0,i3,0,128,0,0,integrated,windows,0,899,eurortvagd
"Acer Aspire 5 A515-44-R3RS 15,6"" AMD Ryzen 5 4500U - 16GB RAM - 512GB Dysk - Win10","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",16,512 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition,2 899 z?,0,acer,15.6,1920x1080,0,ryzen 5,0,512,0,0,integrated,windows,0,2899,eurortvagd
"Lenovo IdeaPad S145-15API 15,6"" AMD Ryzen 3 3200U - 8GB RAM - 256GB Dysk - Win10S","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 3 3200U 2,6 - 3,5 GHz",8,256 GB SSD,AMD Radeon Vega 3,Windows 10 S,1 999 z?,0,lenovo,15.6,1920x1080,0,ryzen 3,0,256,0,0,radeon vega,windows,0,1999,eurortvagd
"Acer Aspire 3 A315-23-R0ZT 15,6"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk","15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8,512 GB SSD,AMD Radeon Vega 8,,1 899 z?,0,acer,15.6,1920x1080,0,ryzen 5,0,512,0,0,radeon vega,none,0,1899,eurortvagd
"Dell Inspiron 5570 15,6"" Intel® Core™ i5-7200U - 8GB RAM - 256GB Dysk - R530 4GB Grafika  - Win10","15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 7gen 7200U 2,5 - 3,1 GHz",8,256 GB SSD,AMD Radeon 530 + Intel UHD Graphics 620,Windows 10 Home Edition,2 199 z?,0,dell,15.6,1920x1080,0,i5,0,256,0,0,radeon 5,windows,0,2199,eurortvagd
