Title,Brand,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price
"ASUS ROG Zephyrus Duo 15 GX550LXS-HC016T 15,6"" Intel® Core™ i9-10980HK - 32GB - 1TB SSD Dysk - RTX2080S Grafika - Win10",ASUS,"15,6 cala,  3840 x 2160 pikseli","Intel® Core™ i9 10gen 10980HK 2,4 - 5,3 GHz",32 GB RAM,1 TB SSD,nVidia® GeForce RTX 2080 Super Max-Q + Intel UHD Graphics,Windows 10 Home Edition,16 999 z?
"Lenovo Ideapad Slim 1-14AST-05 14"" AMD A6-9220e - 4GB RAM - 256GB Dysk - Win10S",Lenovo,"14 cali,  1920 x 1080 pikseli","AMD A-Series A6-9220e 1,6 - 2,4 GHz",4 GB RAM,256 GB SSD,AMD Radeon R4,Windows 10 S,1 999 z?
"Lenovo IdeaPad 3 15ADA05 15,6"" AMD Ryzen 3 3250U - 8GB RAM - 256GB Dysk - Win10S",Lenovo,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 3 3250U 2,6 - 3,5 GHz",8 GB RAM,256 GB SSD,AMD Radeon Graphics,Windows 10 S,1 999 z?
"Lenovo Legion 5 15IMH05H 15,6"" Intel® Core™ i7-10750H - 8GB RAM - 256GB Dysk - GXT1660Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 10750H 2,6 - 5,0 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1660 Ti + Intel UHD Graphics,,4 599 z?
"Lenovo Legion Y540-15IRH 15,6"" Intel® Core™ i5-9300HF - 16GB RAM - 512GB Dysk - RTX2060 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300HF 2,4 - 4,1 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce RTX 2060,Windows 10 Home Edition,5 799 z?
"Acer Swift 3 SF314-42-R9T1 14"" AMD Ryzen 5 4500U - 8GB RAM - 1TB SSD Dysk",Acer,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",8 GB RAM,1 TB SSD,AMD Radeon Graphics,,2 999 z?
"Lenovo IdeaPad 5 15IIL05 15,6"" Intel® Core™ i5-1035G1 - 16GB RAM - 512GB Dysk",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",16 GB RAM,512 GB SSD,Intel® UHD Graphics,,3 199 z?
"Lenovo Legion Y540-15IRH-PG0 15,6"" Intel® Core™ i5-9300HF - 16GB RAM - 512GB Dysk - GTX1650 Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300HF 2,4 - 4,1 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650,,3 999 z?
"MSI GF75 Thin 10SCXR-096PL 17,3"" 144Hz Intel® Core™ i5-10300H - 8GB RAM - 512GB Dysk - GTX1650 Grafika - Win10",MSI,"17,3 cala,  1920 x 1080 pikseli 144 Hz","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + Intel HD Graphics,Windows 10 Home Edition,4 499 z?
"ASUS X509JA-EJ073 15,6"" Intel® Core™ i3-1005G1 - 8GB RAM - 512GB Dysk",ASUS,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 1005G1 1,2 - 3,4 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,,2 199 z?
"Lenovo Legion 5 17IMH05 17,3"" Intel® Core™ i5-10300H - 8GB RAM - 256GB Dysk - GXT1650Ti Grafika",Lenovo,"17,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,4 099 z?
"Dell Inspiron 3593-2225 15,6"" Intel® Core™ i3-1005G1 - 8GB RAM - 256GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 1005G1 1,2 - 3,4 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 299 z?
"HP Envy x360 13-ar0010nw 13,3'' AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10",HP,"13,3 cala, ekran dotykowy 1920 x 1080 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,3 599 z?
Lenovo Ideapad C340-14API 14'' AMD Ryzen 7 3700U - 8GB RAM - 1TB SSD Dysk - Win10,Lenovo,"14 cali, ekran dotykowy 1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",8 GB RAM,1 TB SSD,AMD Radeon RX Vega 10,Windows 10 Home Edition,3 299 z?
"Lenovo IdeaPad 3 15IIL05 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 999 z?
"Acer Swift 3 SF314-42-R4FM 14"" AMD Ryzen 5 4500U - 8GB RAM - 512GB Dysk - Win10",Acer,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition,3 149 z?
"Acer Swift 3 SF314-57-53KW 14"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",Acer,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,3 149 z?
"HP 14-dk0044nw 14"" AMD Ryzen 7 3700U- 8GB RAM - 512GB Dysk - Win10",HP,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 7 3700U 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 10,Windows 10 Home Edition,2 849 z?
"HP Pavilion Gaming 15-ec0023nw 15,6"" AMD Ryzen 5 3550H - 16GB RAM - 256GB Dysk - GTX1650 Grafika - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 3550H 2,1 - 3,7 GHz",16 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon Vega 8,Windows 10 Home Edition,3 649 z?
"ASUS VivoBook S14 S433FA-EB016 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk",ASUS,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,,3 099 z?
"Lenovo Legion Y540-15IRH 15,6"" Intel® Core™ i7-9750HF - 8GB RAM - 256GB Dysk - GTX1660Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 9gen 9750HF 2,6 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1660Ti,,4 699 z?
"HP 15-dw2010nw 15,6"" Intel® Core™ i7-1065G7 - 8GB RAM - 512GB Dysk - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 1065G7 1,3 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® Iris Plus Graphics,Windows 10 Home Edition,3 399 z?
,Apple,"13,3 cala,  2560 x 1600 pikseli","Intel® Core™ i5  1,1 - 3,5 GHz",8 GB RAM,512 GB SSD,Intel® Iris Plus Graphics,,6 499 z?
"HP Pavilion Gaming 15-ec0041nw 15,6"" AMD Ryzen 7 3750H - 8GB RAM - 512GB Dysk - GTX1660Ti Max-Q Grafika - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 7 3750H 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1660 Ti Max-Q + AMD Radeon Vega 10,Windows 10 Home Edition,4 299 z?
"Huawei MateBook 13 2020 13"" AMD Ryzen 5 3500U - 8GB RAM - 256GB Dysk - Win10",Huawei,"13 cali,  2160 x 1440 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,2 999 z?
"MSI GS75 Stealth 10SGS-017PL 17,3''300Hz Intel® Core™ i9-10980HK - 32GB RAM - 2TB SSD Dysk - RTX2080S Grafika - Win10 Pro",MSI,"17,3 cala,  1920 x 1080 pikseli 300 Hz","Intel® Core™ i9 10gen 10980HK 2,4 - 5,3 GHz",32 GB RAM,2 TB SSD,nVidia® GeForce RTX 2080 SUPER + Intel UHD Graphics,Windows 10 Professional,17 199 z?
"Lenovo Legion Y540-17IRH 17,3"" Intel® Core™ i5-9300HF - 8GB RAM - 512GB Dysk - RTX2060 Grafika",Lenovo,"17,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300HF 2,4 - 4,1 GHz",8 GB RAM,512 GB,nVidia® GeForce RTX 2060,,5 299 z?
"Lenovo Legion 5 15IMH05 15,6"" Intel® Core™ i5-10300H - 8GB RAM - 256GB Dysk - GXT1650Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,3 899 z?
"Acer Nitro 5 AN515-54-73R0 15,6"" 120Hz Intel® Core™ i7-9750H - 8GB RAM - 256GB Dysk - RTX2060 Grafika - Win10",Acer,"15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce RTX 2060 + Intel UHD Graphics 630,Windows 10 Home Edition,4 999 z?
"Acer Swift 5 SF514-54T 14"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",Acer,"14 cali, ekran dotykowy 1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,3 799 z?
"Dell Inspiron 3593-2195 15,6"" Intel® Core™ i3-1005G1 - 4GB RAM - 256GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 1005G1 1,2 - 3,4 GHz",4 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,2 199 z?
"Lenovo IdeaPad Gaming 3 15IMH05 15,6"" 120Hz Intel® Core™ i5-10300H - 8GB RAM - 512GB Dysk - GXT1650Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,3 699 z?
"Lenovo Legion 5 15IMH05H 15,6"" 120Hz Intel® Core™ i5-10300H - 16GB RAM - 512GB Dysk - RTX2060 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce RTX 2060 + Intel UHD Graphics,Windows 10 Home Edition,5 499 z?
"ASUS ROG Strix G15 G512LW-AZ025 15,6"" 240Hz Intel® Core™ i7-10750H - 16GB RAM - 512GB Dysk - RTX2070 Grafika",ASUS,"15,6 cala,  1920 x 1080 pikseli 240 Hz","Intel® Core™ i7 10gen 10750H 2,6 - 5,0 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce RTX 2070 + Intel UHD Graphics,,8 199 z?
"MSI Prestige 14 A10SC-217PL 14"" Intel® Core™ i7-10710U - 16GB RAM - 512GB Dysk - GTX1650 Max-Q Grafika - Win10",MSI,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 10710U 1,1 - 4,7 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 Max-Q + Intel UHD Graphics,Windows 10 Home Edition,5 899 z?
"Lenovo IdeaPad 3 17ADA05 17,3"" AMD Athlon 3050U - 8GB RAM - 256GB Dysk",Lenovo,"17,3 cala,  1600 x 900 pikseli","AMD Athlon™ 3050U 2,3- 3,2 GHz",8 GB RAM,256 GB SSD,AMD Radeon Graphics,,2 199 z?
"Acer Swift 3 SF314-42-R1KM 14"" AMD Ryzen 5 4500U - 8GB RAM - 1TB SSD Dysk - Win10",Acer,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",8 GB RAM,1 TB SSD,AMD Radeon Graphics,Windows 10 Home Edition,3 499 z?
,Apple,"13,3 cala,  2560 x 1600 pikseli","Intel® Core™ i5 8gen  1,4 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® Iris Plus Graphics 645,,7 499 z?
"Lenovo Yoga S730-13IML 13,3"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - Win10",Lenovo,"13,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,"3 399 z?
			
				
					3 999 z?
				Taniej o 600 z?
		
		
					Cena z kodem: HD030920
			
	
			(obowi?zuje do 03.09.2020 do 23:45)
				
	
	
  Dodaj do koszyka produkt obj?ty promocj?.
  Kod rabatowy naliczy si? automatycznie w koszyku.
  Kod nie ??czy si? z innymi kodami rabatowymi.
  Promocja obowi?zuje od 03.09.2020 od godz. 00:01 do 03.09.2020 do godz. 23:45.
  Szczegó?y w regulaminie"
"Lenovo Legion 5 15IMH05 15,6"" Intel® Core™ i5-10300H - 8GB RAM - 512GB Dysk - GXT1650Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,4 099 z?
"HP OMEN 15-en0008nw 15,6"" AMD Ryzen 5 4600H - 8GB RAM - 512GB Dysk - GTX1660Ti Grafika - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 4600H 3,0 - 4,0 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1660 Ti + AMD Radeon Vega 8,Windows 10 Home Edition,5 299 z?
"Microsoft Surface Go 2 10,5"" Intel® Pentium™ Gold 4425Y - 4GB RAM - 64GB Dysk - Win10 S + klawiatura",Microsoft,"10,5 cala, ekran dotykowy 1920 x 1280 pikseli","Intel® Pentium® Gold 4425Y 1,7 GHz",4 GB RAM,64 GB eMMC,Intel® UHD Graphics 615,Windows 10 S,2 599 z?
"Lenovo Legion 5 15IMH05 15,6"" 120Hz Intel® Core™ i5-10300H - 8GB RAM - 256GB Dysk - GXT1650Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli 120 Hz","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,3 899 z?
"HP Pavilion Gaming 15-ec0035nw 15,6""144Hz AMD Ryzen 7 3750H - 16GB RAM - 512GB Dysk - GTX1660Ti Max-Q Grafika",HP,"15,6 cala,  1920 x 1080 pikseli 144 Hz","AMD Ryzen™ 7 3750H 2,3 - 4,0 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce GTX 1660 Ti Max-Q + AMD Radeon Vega 10,,4 349 z?
"Dell Inspiron 5501-9152 15,6'' Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,3 699 z?
"Dell Inspiron 5501-9169 15,6'' Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk - MX330 Grafika - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce MX 330 + Intel UHD Graphics,Windows 10 Home Edition,3 999 z?
"ASUS ROG Zephyrus M GU502GU-AZ106 15,6"" 240Hz Intel® Core™ i7-9750H - 16GB RAM - 512GB Dysk - GTX1660Ti Grafika",ASUS,"15,6 cala,  1920 x 1080 pikseli 240 Hz","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce GTX 1660Ti + Intel UHD Graphics 630,,6 299 z?
"Lenovo IdeaPad 3 14IML05 14"" Intel® Core™ i5-10210U - 8GB RAM - 512GB Dysk - MX330 Grafika - Win10",Lenovo,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce MX330 + Intel UHD Graphics,Windows 10 Home Edition,3 299 z?
"Lenovo Yoga S730-13IML 13,3"" Intel® Core™ i5-10210U - 8GB RAM - 256GB Dysk - Win10",Lenovo,"13,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 10210U 1,6 - 4,2 GHz",8 GB RAM,256 GB SSD,Intel® UHD Graphics,Windows 10 Home Edition,"3 399 z?
			
				
					3 799 z?
				Taniej o 400 z?
		
		
					Cena z kodem: RKW03090709C
			
	
			(obowi?zuje do 07.09.2020 do 23:45)
				
	
	
  Dodaj do koszyka produkt obj?ty promocj?.
  Kod rabatowy naliczy si? automatycznie w koszyku.
  Kod nie ??czy si? z innymi kodami rabatowymi.
  Promocja obowi?zuje od 03.09.2020 od godz. 00:01 do 07.09.2020 do godz. 23:45.
  Szczegó?y w regulaminie"
Dell Inspiron 5405-6025 14'' AMD Ryzen 3 4300U - 8GB RAM - 256GB Dysk - Win10S,Dell,"14 cali,  1920 x 1080 pikseli","AMD Ryzen™ 3 4300U 2,7 - 3,7 GHz",8 GB RAM,256 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition S,3 099 z?
"ASUS TUF Gaming FX505DV-AL136T 15,6"" 120Hz AMD Ryzen 7 3750H - 16GB RAM - 1TB SSD Dysk - RTX2060 Grafika - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli 120 Hz","AMD Ryzen™ 7 3750H 2,3 - 4,0 GHz",16 GB RAM,1 TB SSD,nVidia® GeForce RTX 2060 + AMD Radeon RX Vega 10,Windows 10 Home Edition,5 699 z?
"Lenovo Legion 5 17IMH05 17,3"" 144Hz Intel® Core™ i5-10300H - 8GB RAM - 256GB Dysk - GXT1650Ti Grafika",Lenovo,"17,3 cala,  1920 x 1080 pikseli 144 Hz","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,
"Huawei MateBook 13 2020 13"" AMD Ryzen 5 3500U - 8GB RAM - 512GB Dysk - Win10",Huawei,"13 cali,  2160 x 1440 pikseli","AMD Ryzen™ 5 3500U 2,1 - 3,7 GHz",8 GB RAM,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home Edition,3 199 z?
"Lenovo IdeaPad S540-13API 13,3"" AMD Ryzen 7 3750H - 8GB RAM - 1TB SSD Dysk - Win10",Lenovo,"13,3 cala,  2560 x 1600 pikseli","AMD Ryzen™ 7 3750H 2,3 - 4,0 GHz",8 GB RAM,1 TB SSD,AMD Radeon RX Vega 10,Windows 10 Home Edition,3 999 z?
"Lenovo Legion 5 15ARH05 15,6"" 144Hz AMD Ryzen 5 4600H - 8GB RAM - 512GB Dysk - GXT1650 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli 144 Hz","AMD Ryzen™ 5 4600H 3,0 - 4,0 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon Graphics,Windows 10 Home Edition,4 449 z?
"MSI GE66 Raider 10SF-035PL 15,6"" 240Hz Intel® Core™ i7-10750H - 16GB RAM - 1TB SSD Dysk - RTX2070 Grafika - Win10",MSI,"15,6 cala,  1920 x 1080 pikseli 240 Hz","Intel® Core™ i7 10gen 10750H 2,6 - 5,0 GHz",16 GB RAM,1 TB SSD,nVidia® GeForce RTX 2070 + Intel UHD Graphics,Windows 10 Home Edition,10 499 z?
"Lenovo IdeaPad 3 14IML05 4"" Intel® Core™ i3-10110U - 8GB RAM - 256GB Dysk - MX130 Grafika",Lenovo,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i3 10gen 10110U 2,1 - 4,1 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce MX130 + Intel UHD Graphics,,2 149 z?
"Dell Inspiron 5505-6179 15,6'' AMD Ryzen 5 4500U - 8GB RAM - 512GB Dysk - Win10",Dell,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 5 4500U 2,3 - 4,0 GHz",8 GB RAM,512 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition,3 599 z?
"Lenovo Legion Y740-17IRHg 17,3"" Intel® Core™ i7-9750H - 8GB RAM - 256GB Dysk - RTX2070 Max-Q Grafika - Win10",Lenovo,"17,3 cala,  1920 x 1080 pikseli 144 Hz","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce RTX 2070 Max-Q + Intel UHD Graphics 630,Windows 10 Home Edition,8 799 z?
"ASUS TUF Gaming A15 FA506IU-AL006 15,6'' 144Hz AMD Ryzen 7 4800H - 16GB RAM - 512GB Dysk - GTX1660Ti Grafika",ASUS,"15,6 cala,  1920 x 1080 pikseli 144 Hz","AMD Ryzen™ 7 4800H 2,9 - 4,2 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce GTX 1660 Ti + AMD Radeon Graphics,,4 699 z?
"Lenovo Yoga C940-14IIL 14"" Intel® Core™ i7-1065G7 - 8GB RAM - 512GB Dysk - Win10",Lenovo,"14 cali, ekran dotykowy 3840 x 2160 pikseli","Intel® Core™ i7 10gen 1065G7 1,3 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® Iris Plus Graphics,Windows 10 Home Edition,6 899 z?
"Lenovo IdeaPad 3 15ADA05 15,6"" AMD Ryzen 3 3250U - 8GB RAM - 512GB Dysk - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","AMD Ryzen™ 3 3250U 2,6 - 3,5 GHz",8 GB RAM,512 GB SSD,AMD Radeon Graphics,Windows 10 Home Edition,2 699 z?
"Lenovo Legion 5 15ARH05 15,6""  120Hz AMD Ryzen 5 4600H - 8GB RAM - 256GB Dysk - GXT1650 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli 120 Hz","AMD Ryzen™ 5 4600H 3,0 - 4,0 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 + AMD Radeon Graphics,Windows 10 Home Edition,3 999 z?
Dell Inspiron 5401-9053 14'' Intel® Core™ i7-1065G7 - 16GB RAM - 512GB Dysk - Win10,Dell,"14 cali,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 1065G7 1,3 - 3,9 GHz",16 GB RAM,512 GB SSD,Intel® Iris Plus Graphics,Windows 10 Home Edition,4 599 z?
"ASUS ROG Strix G15 G512LV-AZ035T 15,6"" 240Hz Intel® Core™ i7-10750H - 16GB RAM - 512GB Dysk - RTX2060 Grafika - Win10",ASUS,"15,6 cala,  1920 x 1080 pikseli 240 Hz","Intel® Core™ i7 10gen 10750H 2,6 - 5,0 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce RTX 2060 + Intel UHD Graphics,Windows 10 Home Edition,7 999 z?
"HP 15s-fq1095nw 15,6"" Intel® Core™ i7-1065G7 - 8GB RAM - 512GB Dysk - Win10",HP,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 10gen 1065G7 1,3 - 3,9 GHz",8 GB RAM,512 GB SSD,Intel® Iris Plus Graphics,Windows 10 Home Edition,3 449 z?
"Lenovo IdeaPad Gaming 3 15IMH05 15,6"" 60Hz Intel® Core™ i5-10300H - 8GB RAM - 256GB Dysk - GXT1650Ti Grafika",Lenovo,"15,6 cala,  1920 x 1080 pikseli 60 Hz","Intel® Core™ i5 10gen 10300H 2,5 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 Ti + Intel UHD Graphics,,3 599 z?
"HP 15s-fq1134nw 15,6"" Intel® Core™ i5-1035G1 - 8GB RAM - 512GB Dysk",HP,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i5 10gen 1035G1 1,0 - 3,6 GHz",8 GB RAM,512 GB SSD,Intel® UHD Graphics,,"2 599 z?
			
				
					2 699 z?
				Taniej o 100 z?
		
		
					Cena z kodem: RKW03090709C
			
	
			(obowi?zuje do 07.09.2020 do 23:45)
				
	
	
  Dodaj do koszyka produkt obj?ty promocj?.
  Kod rabatowy naliczy si? automatycznie w koszyku.
  Kod nie ??czy si? z innymi kodami rabatowymi.
  Promocja obowi?zuje od 03.09.2020 od godz. 00:01 do 07.09.2020 do godz. 23:45.
  Szczegó?y w regulaminie"
,Apple,"16 cali,  3072 x 1920 pikseli","Intel® Core™ i7 9gen  2,6 - 4,5 GHz",16 GB RAM,512 GB SSD,AMD Radeon Pro 5300M + Intel UHD Graphics 630,,10 749 z?
"ASUS ProArt StudioBook Pro W500G5T 15,6"" Intel® Core™ i7-9750H - 32GB RAM - 2TB SSD Dysk - RTX5000 Grafika - Win10 Pro",ASUS,"15,6 cala,  3840 x 2160 pikseli","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",32 GB RAM,2 TB SSD,nVidia® Quadro RTX 5000 Max-Q + Intel UHD Graphics 630,Windows 10 Professional,19 999 z?
"HP Pavilion Gaming 15-dk1001nw 15,6""144Hz Intel® Core™ i7-10750H - 16GB RAM - 512GB Dysk - RTX2060MQ Grafika - Win10",HP,"15,6 cala,  1920 x 1080 pikseli 144 Hz","Intel® Core™ i7 10gen 10750H 2,6 - 5,0 GHz",16 GB RAM,512 GB SSD,nVidia® GeForce RTX 2060 Max-Q + Intel UHD Graphics,Windows 10 Home Edition,6 199 z?
"Dell Inspiron G7 7790-1572 17,3"" Intel® Core™ i5-9300H - 8GB RAM - 512GB Dysk - GTX1660Ti Grafika",Dell,"17,3 cala,  1920 x 1080 pikseli","Intel® Core™ i5 9gen 9300H 2,4 - 4,1 GHz",8 GB RAM,512 GB SSD,nVidia® GeForce GTX 1660 Ti + Intel UHD Graphics 630,,5 649 z?
"Lenovo Legion Y540-15IRH-PG0 15,6"" Intel® Core™ i7-9750H - 8GB RAM - 256GB Dysk - GTX1650 Grafika - Win10",Lenovo,"15,6 cala,  1920 x 1080 pikseli","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",8 GB RAM,256 GB SSD,nVidia® GeForce GTX 1650 + Intel UHD Graphics 630,Windows 10 Home Edition,4 699 z?
"ASUS ROG Zephyrus S GX701GXR 17,3"" Intel® Core™ i7-9750H - 16GB RAM - 1TB SSD Dysk - RTX2080 Max-Q Grafika - Win10",ASUS,"17,3 cala,  1920 x 1080 pikseli 144 Hz","Intel® Core™ i7 9gen 9750H 2,6 - 4,5 GHz",16 GB RAM,1 TB SSD,nVidia® GeForce RTX 2080 Max-Q + Intel UHD Graphics 630,Windows 10 Home Edition,12 499 z?
