Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price
Laptop ASUS Tuf Gaming A17 Ryzen 7 4800H 16GB 1000GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,16,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop HP Envy X360 13-AR0007NW Ryzen 7 3700U 16GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",AMD Ryzen 7 3700U,16,512 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,,
Laptop LENOVO Ideapad S145-15API Ryzen 5 3500U 8G 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
Laptop ACER Predator Helios 300 i7-9750H 16GB 1000GB SSD GF-RTX 2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,
Laptop LENOVO ThinkPad E14 i5-10210U 16GB 512GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-10210U,16,512 GB SSD,Intel UHD Graphics,Windows 10 Professional,,
Laptop MSI Prestige 14 i7-10710U 16GB 512GB SSD GF-GTX 1650 Max-Q W10,"14"", 1920 x 1080px",Intel Core i7-10710U,16,512 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home,,
Laptop MICROSOFT Surface Pro 7 i7-1065G7 16GB 1000GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i7-1065G7,16,1000 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,
Laptop MSI GP75 Leopard 9SD i7-9750H 8GB 256GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,256 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop ASUS ZenBook Pro Duo i7-9750H 32GB 1000GB SSD GF-RTX 2060 W10P,"15.6"", 3840 x 2160px, Dotykowy",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Professional,,
Laptop DELL Inspiron 15 7590 i7-9750H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,
Laptop ASUS Rog Zephyrus S i7-9750H 16GB 1000GB SSD GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,
Laptop ASUS Rog Strix G G731GW i7-9750H 16GB 1000 256GB SSD GF-RTX2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,
Laptop ACER Predator Triton 500 i7-9750H 16GB 2x1000GB SSD GF-RTX 2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 (x2) GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,
Laptop HP EliteBook 850 G6 i7-8565U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-8565U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop DELL Latitude 5400 i5-8365U 16GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8365U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop DELL Latitude 5500 i7-8665U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-8665U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop DELL Inspiron G5 5590 i7-9750H 16GB 512GB SSD RTX2070 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,
Laptop LENOVO Yoga S730-13IWL i5-8265U 8GB 256GB SSD W10,"13.3"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop ASUS ZenBook UX461FA i5-8265U 8GB 256GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop HP Omen 17-AN104NW (4TW11EA) i7-8750H 8GB 1000GB GF-GTX1050TI W10,"17.3"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,
Laptop MICROSOFT Surface Laptop (DAL-00012) i7-7660U 16GB 512GB SSD W10S,"13.5"", 2256 x 1504px, Dotykowy",Intel Core i7-7660U,16,512 GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,,
Laptop ACER Predator Helios 500 (NH.Q3GEP.005) Ryzen 5 2600 16GB 256GB SSD AMD RX VEGA 56 W10,"17.3"", 1920 x 1080px",AMD Ryzen 5 2600,16,256 GB SSD,AMD Radeon RX Vega 56,Windows 10 Home,,
Laptop LENOVO ThinkPad X1 Carbon 6 i7-8550U 16GB 1000GB SSD W10P,"14"", 2560 x 1440px",Intel Core i7-8550U,16,1000 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop LENOVO Legion Y540-15IRH i5-9300H 8GB 512GB SSD GF-GTX1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop DELL Inspiron 15 (3580-4992) i5-8265U 8GB 256GB SSD AMD R5 M520 W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,AMD Radeon R5 M520,Windows 10 Home,,
Laptop LENOVO Ideapad 120S-14IAP (81A500FNPB) N3350 4GB 128GB SSD W10,"14"", 1920 x 1080px",Intel Celeron N3350,4,128 GB SSD,Intel HD Graphics 500,Windows 10 Home,,
Laptop MSI GS63VR 7RG Stealth Pro i7-7700HQ 16GB 1000GB 256 SSD W10,"15.6"", 1920 x 1080px",Intel Core i7-7700HQ,16,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1070,Windows 10 Home,,
Laptop HIRO N857HP6 (NBCN857HP6-H14) i5-7300HQ 8GB 256GB SSD GF-GTX1060 DOS,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,8,256 GB SSD,NVIDIA GeForce GTX 1060,Brak,,
Laptop HIRO N857HP6 (NBCN857HP6-H30) i5-7300HQ 16GB 500GB 256GB SSD GF-GTX1060 DOS,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,16,500 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1060,Brak,,
Laptop HIRO N857HP6 (NBCN857HP6-H18) i5-7300HQ 16GB 500GB 256GB SSD GF-GTX1060 DOS,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,16,500 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1060,Brak,,
Laptop LENOVO IdeaPad 310-15IKB (80TV02BHPB) i7-7500U 4GB 1000GB GF920M DOS,"15.6"", 1920 x 1080px",Intel Core i7-7500U,4,1000 GB HDD,NVIDIA GeForce 920M,Brak,,
Laptop DELL XPS 13 (9360-0299) i7-7500 8GB 256GB SSD W10,"13.3"", 1920 x 1080px",Intel Core i7-7500U,8,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,
Laptop ACER Chromebook CB3-111 (NX.MQNEP.007) N2840 4GB OS Chrome,"11.6"", 1366 x 768px",Intel Celeron N2840,4,32 GB SSD,Intel HD Graphics,Chrome OS,,
Laptop DELL Inspiron 15 (5559-1898) i7-6500U 8GB 256GB SSD R5 M335 LINUX,"15.6"", 1920 x 1080px",Intel Core i7-6500U,8,256 GB SSD,AMD Radeon R5 M335,Linux,,
Laptop MSI Modern 14 A10RAS-1060PL i7-10510U 8GB 512GB SSD GF-MX 330 W10,"14"", 1920 x 1080px",Intel Core i7-10510U,8,512 GB SSD,NVIDIA GeForce MX330,Windows 10 Home,,
Laptop MSI Modern 14 A10RAS-1061PL i5-10210U 8GB 512GB SSD GF-MX 330 W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,NVIDIA GeForce MX330,Windows 10 Home,,,
Laptop MSI GE75 Raider 10SF-276PL i7-10875H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-10875H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,
Laptop MSI GT76 Titan 10SGS i9-10900K 32GB 2000GB SSD GF-RTX 2080S W10P,"17.3"", 3840 x 2160px",Intel Core i9-10900K,32,2000 GB SSD,NVIDIA GeForce RTX 2080 Super,Windows 10 Professional,,
Laptop ASUS ZenBook 14 UM433DA Ryzen 5 3500U 8GB 512GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
Laptop ASUS Rog Strix G G731GU i7-9750H 8GB 512GB SSD GTX-1660Ti W10P,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Professional,,
Laptop LENOVO Legion Y540-15IRH i7-9750HF 8GB 1000GB SD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750HF,8,1000 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop LENOVO Legion Y540-15IRH i7-9750H 8GB 256GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,256 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop ASUS Rog Strix G15 G512LW i7-10750H 16GB 512GB SSD GF-RTX 2070 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Brak,,
Laptop ASUS Rog Strix G15 G512LWS i7-10750H 16GB 1000GB SSD GF-RTX 2070S W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Super,Windows 10 Home,,
Laptop ASUS Rog Strix G15 G512LW i7-10750H 16GB 512GB SSD GF-RTX 2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,
Laptop ASUS Rog Strix Scar 17 G732LXS i7-10875H 32GB 1000GB SSD GF-RTX 2080S W10,"17.3"", 1920 x 1080px",Intel Core i7-10875H,32,1000 GB SSD,NVIDIA GeForce RTX 2080 Super,Windows 10 Home,,
Laptop ASUS Rog Strix Scar 15 G532LWS i7-10875H 16GB 1000GB SSD GF-RTX 2070S W10,"15.6"", 1920 x 1080px",Intel Core i7-10875H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Super,Windows 10 Home,,
Laptop ASUS Rog Strix Scar G732LWS i7-10875H 16GB 1000GB SSD GF-RTX 2070S DOS,"17.3"", 1920 x 1080px",Intel Core i7-10875H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Super,Brak,,
Laptop ASUS Rog Strix Scar 15 G532 i7-10875H 16GB 1000GB SSD GF-RTX 2070S DOS,"15.6"", 1920 x 1080px",Intel Core i7-10875H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Super,Brak,,
Laptop ASUS Rog Strix G15 G512LWS i7-10750H 16GB 1000GB SSD GF-RTX 2070S DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070 Super,Brak,,
Laptop ASUS Rog Strix Scar 17 G732LXS i9-10980HK 32GB 1000GB SSD GF-RTX 2080S W10,"17.3"", 1920 x 1080px",Intel Core i9-10980HK,32,1000 GB SSD,NVIDIA GeForce RTX 2080 Super,Windows 10 Home,,
Laptop ASUS Rog Strix Scar G732LXS i7-10875H 16GB 1000GB SSD GF-RTX 2080S W10,"17.3"", 1920 x 1080px",Intel Core i7-10875H,8,1000 GB SSD,NVIDIA GeForce RTX 2080 Super,Windows 10 Home,,
Laptop ACER Aspire 7 Ryzen 5 3550H 8GB 512GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 16GB 500GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 16GB 500GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 8GB 240GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Brak,,
Laptop DYNABOOK Satelite Pro L50-G-1GE i3-10110U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i3-10110U,8,256 GB SSD,Intel HD Graphics,Windows 10 Professional,,
Laptop HP 250 G7 i3-8130U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-8130U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop DELL Inspiron 13 7391 i7-10510U 16GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Core i7-10510U,16,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop DELL Inspiron 3593 i5-1035G1 8GB 512GB SSD GF-MX230 W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
Laptop ACER Aspire 3 3020E 8GB 256GB SSD W10,"14"", 1920 x 1080px",AMD 3020e,8,256 GB SSD,AMD Radeon Graphics,Windows 10 Home,,
Laptop ACER Aspire 5 i5-1035G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop ACER ConceptD 5 Pro i7-9750H 32GB 1000GB SSD QT1000 W10P,"15.6"", 3840 x 2160px",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA Quadro T1000,Windows 10 Professional,,
Laptop MSI Modern 15 i7-10510U 8GB 512GB SSD GF-GTX MX330 W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,8,512 GB SSD,NVIDIA GeForce MX330,Windows 10 Home,,
Laptop MSi GS66 Stealth i9-10980HK 32GB 2000GB SSD GF-RTX 2080 Super Max-Q W10P,"15.6"", 1920 x 1080px",Intel Core i9-10980HK,32,2000 GB SSD,NVIDIA GeForce RTX 2080 Super Max-Q,Windows 10 Professional,,
Laptop MSI 17M Creator i7-10750H 16GB 512GB SSD GF-RTX 2060 W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,16,512 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop MSI GP75 Leopard i7-10750H 8GB 512GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop MSI Modern 14 i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop MSI GE75 Raider 10SF i7-10750H 16GB 1000GB 512GB SSD GF-RTX 2070 W10,"17.3"", 1920 x 1080px",Intel Core i7-10750H,16,1000 GB HDD + 512 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,
Laptop ASUS ZenBook 15 i7-10510U 16GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,16,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop ASUS Rog Zephyrus G14 GA401IV Ryzen 7 4800HS 16GB 512GB SSD GF-RTX 2060 Max-Q W10,"14"", 1920 x 1080px",AMD Ryzen 7 4800HS,16,512 GB SSD,NVIDIA GeForce RTX 2060 Max-Q,Windows 10 Home,,
Laptop ASUS ZenBook Flip 15 i7-10510U 16GB 1000GB SSD GF-GTX 1050 Max-Q W10P,"15.6"", 3840 x 2160px, Dotykowy",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce GTX 1050 Max-Q,Windows 10 Professional,,
Laptop ASUS 15 M509DA Ryzen 7 3700U 8GB 512GB SSD DOS,"15.6"", 1920 x 1080px",AMD Ryzen 7 3700U,8,512 GB SSD,AMD Radeon Vega 10,Brak,,
Laptop DELL Vostro 3590 i5-10210U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i5-10210U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop DELL Inspiron 14 5491 i7-10510U 16GB 512GB SSD GF-MX 230 W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i7-10510U,16,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
Laptop DYNABOOK Satellite Pro L50-G-13M i7-10710U 16GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i7-10710U,16,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop ASUS Rog Strix G G731GU i7-9750H 8GB 512GB SSD GF-GTX1660 Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop LENOVO Legion Y540-15IRH i5-9300H 8GB 512GB SSD GF-GTX1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,,
Laptop ACER Aspire 1 N4000 4GB 64GB eMMC W10S,"14"", 1366 x 768px",Intel Celeron N4000,4,64 GB Flash,Intel UHD Graphics 600,Windows 10 S,,
Laptop ASUS ZenBook UX534FTC i7-10510U 16GB 1000GB SSD GF-GTX 1650 Max-Q W10,"15.6"", 1920 x 1080px",Intel Core i7-10510U,16,1000 GB SSD,NVIDIA GeForce GTX 1650 Max-Q,Windows 10 Home,,
Laptop HP Envy X360 13-AR0008NW Ryzen 7 3700U 16GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",AMD Ryzen 7 3700U,16,512 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,,
Laptop HP Envy X360 13-AR0012NW RYZEN 7 3700U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px, Dotykowy",AMD Ryzen 7 3700U,8,512 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,,
Laptop ASUS ZenBook 14 A5173T i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop ASUS VivoBook 15 X509JA i5-1035G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop DYNABOOK Tecra A40-E-199 i3-10110U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop DYNABOOK Tecra X40-F-145 i5-8265U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics,Windows 10 Professional,,
Laptop DYNABOOK Tecra A40-E-172 i5-8250U 8GB 256GB SSD W10P,"14"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop ACER Predator Helios 300 i7-9750H 32GB 1000GB SSD GF-RTX 2070 Max-Q W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,32,1000 GB SSD,NVIDIA GeForce RTX 2070 Max-Q,Windows 10 Home,,
Laptop ASUS ZenBook Flip 15 i5-10210U 8GB 1000GB SSD GF-GTX 1050 Max-Q W10,"15.6"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,8,1000 GB SSD,NVIDIA GeForce GTX 1050 Max-Q,Windows 10 Home,,
Laptop DELL Inspiron 3593 i3-1005G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,
Laptop DELL Inspiron 15 3593 i3-1005G1 4GB 256GB SSD W10S,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,4,256 GB SSD,Intel Iris Plus Graphics,Windows 10 S,,
Laptop ASUS VivoBook 15 A512FA i5-8265U 12GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,12,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop LENOVO IdeaPad S340-15IWL i7-8565U 8GB 512GB SSD GF-MX250 DOS,"15.6"", 1920 x 1080px",Intel Core i7-8565U,8,512 GB SSD,NVIDIA GeForce MX250,Brak,,
Laptop DELL Inspiron 15 3595 A9-9425 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",AMD A9-9425,4,128 GB SSD,Intel HD Graphics 620,Windows 10 Home,,
Laptop HP Pavilion 17-CD0034NW i5-9300H 8GB 512GB SSD GF-GTX 1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop HP Pavilion Gaming 17 i5-9300H 8GB 1000GB 128GB SSD GF-GTX 1650 W10,"17.3"", 1920 x 1080px",Intel Core i5-9300H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,
Laptop HP Envy 17-CE0012NW i5-8265U 8GB 512GB SSD W10,"17.3"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Home,,
Laptop DELL Inspiron 15 3593 i7-1065G7 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i7-1065G7,8,512 GB SSD,Intel Iris Plus Graphics,Windows 10 Home,,
Laptop DYNABOOK Portege X30-F-157 i7-8565U 8GB 512GB SSD W10P,"13.3"", 1920 x 1080px",Intel Core i7-8565U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop LENOVO IdeaPad C340 Athlon 300U 4GB 256GB SDD W10,"14"", 1920 x 1080px, Dotykowy",AMD Athlon 300U,4,256 GB SSD,AMD Radeon RX Vega 3,Windows 10 Home,,
Laptop DELL Inspiron 15 G3 3590 i7-9750H 16GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,512 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,
Laptop DELL Inspiron 15 G3 3590 i7-9750H 8GB 1000GB 256GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,1000 GB HDD + 256 GB SSD,NVIDIA GeForce GTX 1660 Ti Max-Q,Windows 10 Home,,
Laptop DELL Inspiron 15 5593 i7-1065G7 8GB 512GB SSD GF-MX 230 W10,"15.6"", 1920 x 1080px",Intel Core i7-1065G7,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
Laptop DELL Inspiron 17 3793-7045 i5-1035G1 8GB 256GB SSD GF-MX230 W10,"17.3"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
Laptop ASUS Rog Strix Scar III i7-9750H 16GB 1000GB GF-RTX2070 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,16,1000 GB SSD,NVIDIA GeForce RTX 2070,Windows 10 Home,,
Laptop LENOVO ThinkPad T590 i7-8565U 16GB 512GB SSD W10P,"15.6"", 1920 x 1080px",Intel Core i7-8565U,16,512 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop HP 255 G7 Ryzen 3 2200U 8GB 256GB SSD W10P,"15.6"", 1920 x 1080px",AMD Ryzen 3 2200U,8,256 GB SSD,AMD Radeon Vega 3,Windows 10 Professional,,
Laptop ACER Aspire 3 i3-7020U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-7020U,8,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,
Laptop ASUS X543MA N4000 4GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Celeron N4000,4,256 GB SSD,Intel UHD Graphics 600,Windows 10 Home,,
Laptop LENOVO V340-17IWL i7-8565U 8GB 512GB SSD GF-MX230 W10P,"17.3"", 1920 x 1080px",Intel Core i7-8565U,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Professional,,
Laptop LENOVO IdeaPad S145-14IWL i3-8145U 4GB 128GB SSD W10S,"14"", 1920 x 1080px",Intel Core i3-8145U,4,128 GB SSD,Intel UHD Graphics 620,Windows 10 S,,
Laptop ACER Aspire 3 i5-8265U 8GB 256GB SSD GF-MX230 W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,,
Laptop HP 15-DW0034NW i7-8565U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i7-8565U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
APPLE MacBook Air i5-8210Y 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,128 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,
Laptop ACER TravelMate P6 i7-8565U 16GB 512GB SSD GF-MX250 W10P,"14"", 1920 x 1080px",Intel Core i7-8565U,16,512 GB SSD,NVIDIA GeForce MX250,Windows 10 Professional,,
Laptop ACER Nitro 7 i7-9750H 1000gb 2x512GB SSD GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,1000 GB HDD + 512 (x2) GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,
Laptop ACER Nitro 5 i7-9750H 8GB 512GB SSD GF-GTX1660Ti W10,"17.3"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,
Laptop ACER Predator Helios 700 i9-9980HK 64GB 2000GB 2x512GB SSD GF-RTX 2080 W10,"17.3"", 1920 x 1080px",Intel Core i9-9980HK,64,2000 GB HDD + 512 (x2) GB SSD,NVIDIA GeForce RTX 2080,Windows 10 Home,,
Laptop ASUS ZenBook Pro UX480 i5-8265U 8GB 512GB SSD GF-GTX1050 Max-Q W10,"14"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,NVIDIA GeForce GTX 1050 Max-Q,Windows 10 Home,,
Laptop ACER Swift 5 (NX.H69EP.011) i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop ACER Swift 3 (NX.GV7EP.044) Ryzen 5 2500U 8GB 256GB SSD AMD Radeon Vega 8 W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 2500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
Laptop ASUS ZenBook (UX333FA-A3074T) i5-8265U 8GB 512GB SSD W10,"13.3"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
